question_id,round,arm,position,status,valid,duration_ms,law_ids,search_workflows,search_node_elapsed_ms,dependency_ready_ms,ready_wait_ms,run_ms,join_wait_ms,overlap_before_join_ms,read_status
l3-011-cn-transfer,2,ready,1,ok,1,52028.014,3,2,938.218,12.172,0.004,220.717,0.01,220.717,ok
l3-013-cn-consumer,2,ready,1,ok,1,39774.479,2,2,963.771,7.73,0.005,298.094,0.006,298.094,ok
l3-014-cn-platform,2,ready,1,ok,1,44662.789,3,2,868.37,12.24,0.005,197.487,0.011,197.487,ok
l3-015-cn-worker-ai,2,ready,1,ok,1,33928.168,2,2,1110.389,13.653,0.004,217.038,0.009,217.038,ok
l3-016-de-transfer,2,ready,1,ok,1,45452.831,2,2,1376.19,6.961,0.003,281.085,0.009,281.085,ok
l3-018-de-consumer,2,ready,1,ok,1,25491.563,6,2,1196.881,6.207,0.004,304.263,0.008,304.263,ok
l3-019-de-platform,2,ready,1,ok,1,150272.153,7,2,1063.176,10.603,0.003,199.21,0.008,199.21,ok
l3-020-de-worker-ai,2,ready,1,ok,1,34142.025,2,2,988.218,12.527,0.003,197.99,0.008,197.99,ok
l3-023-fr-consumer,2,ready,1,ok,1,70515.941,3,2,1303.547,11.129,0.001,164.626,0.009,164.626,ok
l3-025-fr-worker-ai,2,ready,1,ok,1,47698.981,3,2,1013.998,11.689,0.003,197.437,0.007,197.437,ok
l3-026-uk-transfer,2,ready,1,ok,1,38296.266,3,2,1129.931,7.356,0.004,222.962,0.01,222.962,ok
l3-028-uk-consumer,2,ready,1,ok,1,36462.958,3,2,979.383,11.418,0.003,292.961,0.011,292.961,ok
l3-030-uk-worker-ai,2,ready,1,ok,1,42100.077,4,2,1199.972,11.129,0.004,198.894,0.01,198.894,ok
l3-032-ca-breach,2,ready,1,ok,1,25591.954,6,2,833.362,6.169,0.004,232.642,0.011,232.642,ok
l3-033-ca-consumer,2,ready,1,ok,1,29408.606,2,2,1061.077,5.779,0.004,288.097,0.007,288.097,ok
l3-037-au-breach,2,ready,1,ok,1,48097.989,2,2,957.999,12.039,0.004,223.435,0.009,223.435,ok
l3-039-au-platform,2,ready,1,ok,1,49244.349,2,2,1056.448,10.261,0.003,197.865,0.011,197.865,ok
l3-041-sg-transfer,2,ready,1,ok,1,70029.242,2,2,1158.533,11.447,0.004,218.905,0.008,218.905,ok
l3-043-sg-consumer,2,ready,1,ok,1,34921.629,3,2,801.657,6.938,0.003,231.028,0.007,231.028,ok
l3-045-sg-worker-ai,2,ready,1,ok,1,2051.908,0,0,,,,,,,
l3-046-vn-transfer,2,ready,1,ok,1,54814.254,3,2,1051.407,7.56,0.004,211.274,0.007,211.274,ok
l3-047-vn-breach,2,ready,1,ok,1,52150.197,4,2,1127.273,6.128,0.004,211.993,0.009,211.993,ok
l3-053-th-consumer,2,ready,1,ok,1,41327.811,2,2,998.817,10.985,0.003,300.672,0.01,300.672,ok
l3-054-th-platform,2,ready,1,ok,1,2597.116,0,0,,,,,,,
l3-056-id-transfer,2,ready,1,ok,1,41421.898,2,2,1202.453,7.52,0.005,216.89,0.016,216.89,ok
l3-057-id-breach,2,ready,1,ok,1,38332.247,3,2,1093.889,5.918,0.004,216.597,0.007,216.597,ok
l3-058-id-consumer,2,ready,1,ok,1,32084.823,2,2,1033.745,9.184,0.004,220.469,0.009,220.469,ok
l3-059-id-platform,2,ready,1,ok,1,2127.691,0,0,,,,,,,
l3-062-my-breach,2,ready,1,ok,1,30530.711,1,2,1137.039,15.763,0.003,220.191,0.008,220.191,ok
l3-063-my-consumer,2,ready,1,ok,1,2217.0,0,0,,,,,,,
l3-065-my-worker-ai,2,ready,1,ok,1,62282.172,2,2,1117.774,13.424,0.005,207.755,0.009,207.755,ok
l3-066-ph-transfer,2,ready,1,ok,1,57038.34,3,2,1205.41,6.148,0.003,229.879,0.01,229.879,ok
l3-067-ph-breach,2,ready,1,ok,1,41197.471,2,2,1079.296,11.214,0.003,218.854,0.007,218.854,ok
l3-072-in-breach,2,ready,1,ok,1,2607.563,0,0,,,,,,,
l3-073-in-consumer,2,ready,1,ok,1,32701.14,3,2,998.443,6.331,0.004,288.351,0.012,288.351,ok
l3-075-in-worker-ai,2,ready,1,ok,1,42056.94,3,2,982.996,11.415,0.001,200.353,0.008,200.353,ok
l3-078-br-consumer,2,ready,1,ok,1,51093.625,2,2,1282.055,7.316,0.003,164.658,0.012,164.658,ok
l3-079-br-platform,2,ready,1,ok,1,38899.322,2,2,819.103,10.132,0.003,209.67,0.01,209.67,ok
l3-081-es-transfer,2,ready,1,ok,1,1920.119,0,0,,,,,,,
l3-082-es-breach,2,ready,1,ok,1,112052.735,2,2,1301.892,11.718,0.001,271.013,0.008,271.013,ok
l3-088-it-consumer,2,ready,1,ok,1,3279.742,0,0,,,,,,,
l3-092-nl-breach,2,ready,1,ok,1,4333.211,0,0,,,,,,,
l3-098-nz-consumer,2,ready,1,ok,1,25847.952,3,2,1057.732,11.033,0.004,215.917,0.008,215.917,ok
l3-100-nz-worker-ai,2,ready,1,ok,1,52111.885,5,2,1326.704,5.579,0.004,230.425,0.01,230.425,ok
l4-001-jp-digital-platform,2,ready,1,ok,1,20946.351,3,1,959.094,6.027,0.004,211.904,0.012,211.904,ok
l4-004-jp-fintech,2,ready,1,ok,1,15350.461,3,1,1205.815,6.231,0.004,201.756,0.01,201.756,ok
l4-008-us-online-sales,2,ready,1,ok,1,26482.855,3,1,1141.667,5.983,0.004,227.023,0.011,227.023,ok
l4-009-us-fintech,2,ready,1,ok,1,18186.645,6,1,1992.819,9.95,0.003,270.811,0.01,270.811,ok
l4-012-cn-automated-hiring,2,ready,1,ok,1,22992.703,5,1,1034.988,7.907,0.006,269.923,0.01,269.923,ok
l4-015-cn-manufacturer,2,ready,1,ok,1,16016.624,6,1,1064.66,5.958,0.005,229.996,0.007,229.996,ok
l4-016-de-digital-platform,2,ready,1,ok,1,18729.012,3,1,1116.837,7.432,0.005,229.418,0.009,229.418,ok
l4-020-de-manufacturer,2,ready,1,ok,1,12537.226,5,1,894.296,10.484,0.005,224.456,0.009,224.456,ok
l4-021-fr-digital-platform,2,ready,1,ok,1,24046.329,2,1,1055.648,6.303,0.005,222.424,0.009,222.424,ok
l4-022-fr-automated-hiring,2,ready,1,ok,1,16041.492,4,1,1088.886,7.543,0.003,220.422,0.007,220.422,ok
l4-023-fr-online-sales,2,ready,1,ok,1,16278.801,4,1,1234.922,6.2,0.005,220.644,0.005,220.644,ok
l4-024-fr-fintech,2,ready,1,ok,1,19910.52,2,1,1142.384,6.043,0.005,196.655,0.009,196.655,ok
l4-027-uk-automated-hiring,2,ready,1,ok,1,13821.921,2,1,1124.928,7.417,0.004,215.741,0.008,215.741,ok
l4-029-uk-fintech,2,ready,1,ok,1,25137.924,3,1,1360.752,5.767,0.004,199.438,0.011,199.438,ok
l4-032-ca-automated-hiring,2,ready,1,ok,1,22197.036,4,1,1397.092,8.222,0.005,252.092,0.006,252.092,ok
l4-034-ca-fintech,2,ready,1,ok,1,19449.952,2,1,1537.314,6.752,0.004,196.798,0.008,196.798,ok
l4-036-au-digital-platform,2,ready,1,ok,1,22509.497,3,1,1098.392,5.898,0.003,225.336,0.012,225.336,ok
l4-038-au-online-sales,2,ready,1,ok,1,14399.608,1,1,1071.975,6.695,0.005,215.825,0.008,215.825,ok
l4-039-au-fintech,2,ready,1,ok,1,28398.023,3,1,1220.261,6.101,0.006,196.33,0.008,196.33,ok
l4-040-au-manufacturer,2,ready,1,ok,1,19229.242,4,1,1045.433,8.2,0.004,221.206,0.007,221.206,ok
l4-044-sg-fintech,2,ready,1,ok,1,28086.151,4,1,1697.796,10.318,0.004,199.265,0.007,199.265,ok
l4-045-sg-manufacturer,2,ready,1,ok,1,34271.625,3,1,1549.351,7.697,0.003,243.423,0.007,243.423,ok
l4-051-th-digital-platform,2,ready,1,ok,1,18983.452,1,1,1082.38,5.912,0.004,223.406,0.007,223.406,ok
l4-054-th-fintech,2,ready,1,ok,1,15018.081,3,1,1134.455,9.675,0.005,201.595,0.005,201.595,ok
l4-055-th-manufacturer,2,ready,1,ok,1,19920.641,6,1,928.778,6.146,0.005,222.358,0.01,222.358,ok
l4-058-id-online-sales,2,ready,1,ok,1,20524.759,4,1,1382.241,8.355,0.005,227.221,0.006,227.221,ok
l4-059-id-fintech,2,ready,1,ok,1,20569.312,4,1,1345.049,8.961,0.003,198.415,0.005,198.415,ok
l4-063-my-online-sales,2,ready,1,ok,1,22846.082,3,1,1199.971,7.453,0.004,215.553,0.006,215.553,ok
l4-065-my-manufacturer,2,ready,1,ok,1,42595.347,2,1,944.88,5.997,0.005,220.153,0.01,220.153,ok
l4-067-ph-automated-hiring,2,ready,1,ok,1,13768.18,3,1,959.561,3.13,0.002,244.877,0.01,244.877,ok
l4-069-ph-fintech,2,ready,1,ok,1,14383.12,4,1,949.808,5.782,0.003,197.536,0.009,197.536,ok
l4-070-ph-manufacturer,2,ready,1,ok,1,21667.055,9,1,1310.085,6.216,0.004,221.466,0.007,221.466,ok
l4-071-in-digital-platform,2,ready,1,ok,1,26249.953,2,1,994.412,7.652,0.004,224.734,0.005,224.734,ok
l4-072-in-automated-hiring,2,ready,1,ok,1,18529.791,6,1,997.956,6.271,0.004,239.965,0.009,239.965,ok
l4-075-in-manufacturer,2,ready,1,ok,1,21181.035,2,1,962.033,7.855,0.005,225.081,0.006,225.081,ok
l4-080-br-manufacturer,2,ready,1,ok,1,17997.913,4,1,882.719,7.748,0.006,218.673,0.01,218.673,ok
l4-081-es-digital-platform,2,ready,1,ok,1,19598.914,2,1,974.208,7.682,0.004,226.26,0.007,226.26,ok
l4-082-es-automated-hiring,2,ready,1,ok,1,12502.875,1,1,1150.05,8.387,0.003,226.139,0.008,226.139,ok
l4-083-es-online-sales,2,ready,1,ok,1,16470.019,3,1,1118.768,6.106,0.003,219.46,0.009,219.46,ok
l4-088-it-online-sales,2,ready,1,ok,1,8144.076,0,0,,,,,,,
l4-089-it-fintech,2,ready,1,ok,1,1868.775,0,0,,,,,,,
l4-090-it-manufacturer,2,ready,1,ok,1,2101.269,0,0,,,,,,,
l4-092-nl-automated-hiring,2,ready,1,ok,1,2253.485,0,0,,,,,,,
l4-093-nl-online-sales,2,ready,1,ok,1,2276.148,0,0,,,,,,,
l4-094-nl-fintech,2,ready,1,ok,1,1906.95,0,0,,,,,,,
l4-095-nl-manufacturer,2,ready,1,ok,1,2244.165,0,0,,,,,,,
l4-096-nz-digital-platform,2,ready,1,ok,1,48177.28,3,1,1278.962,5.954,0.004,228.459,0.009,228.459,ok
l4-097-nz-automated-hiring,2,ready,1,ok,1,19105.495,4,1,1158.689,6.194,0.004,236.632,0.011,236.632,ok
l4-099-nz-fintech,2,ready,1,ok,1,13615.978,2,1,1227.305,6.151,0.003,194.408,0.008,194.408,ok
l4-100-nz-manufacturer,2,ready,1,ok,1,22123.786,3,1,1337.252,5.864,0.005,228.764,0.007,228.764,ok
